handle,value_created_usd,distribution
garrettcorn,94.91,initial
darrenzal,94.72,initial
uavinash7,94.70,initial
aerokossa,94.69,initial
yangzichang12,94.68,initial
jacekv,94.66,initial
greg-johns,94.65,initial
dmosites,94.64,initial
fearplex,94.60,initial
itachi0905,94.58,initial
pouet2,94.52,initial
kouriiraiko,94.50,initial
nitinrgupta,94.50,initial
bennybags,94.29,initial
nillawafa,94.27,initial
jalexandrah,94.19,initial
kate9981,94.18,initial
cintasatumalam,94.17,initial
y0mek0,94.10,initial
jobapp,94.05,initial
astox,93.97,initial
jranbrandt,93.95,initial
spyros000,93.91,initial
zakhg,93.70,initial
pemego2007,93.66,initial
ed-creator,93.58,initial
aeshich,93.45,initial
edlondon,93.33,initial
leledumbo549,93.31,initial
dickensjuma,93.20,initial
emilyashin,93.20,initial
andrew-synthetix,93.10,initial
i-like-shiny-coins,93.00,initial
mailuong,93.00,initial
naderouerdiane,92.99,initial
demonicious,92.66,initial
kawsar006,92.56,initial
fosgate29,92.45,initial
abcoathup,92.40,initial
atbinmilani,92.35,initial
elmol,92.35,initial
jnoris,92.35,initial
mikeenz,92.35,initial
highonweb,92.27,initial
md82680,92.18,initial
bhantsi,92.15,initial
donhojr,92.15,initial
lucabernstein,92.15,initial
vkhanna123,92.15,initial
meghashyamc,92.11,initial
gkucmierz,91.99,initial
chiragg6,91.86,initial
rasmusgrove,91.85,initial
edelweissalp,91.79,initial
gorzide,91.76,initial
errorzz,91.57,initial
irus,91.39,initial
emmdim,91.34,initial
yingchenlee,91.31,initial
anonusergitcoin32-lyudw9jjvaancac3mpxbjs91vwnuvzbs,91.27,initial
cuokochi,91.20,initial
jenkinsr001,91.20,initial
stephenstb,91.19,initial
erfan007p,91.13,initial
gaiaguardian,91.13,initial
sastro6969,91.06,initial
dataphysicist,91.03,initial
jnforja,91.03,initial
nichanank,90.92,initial
williamchong,90.92,initial
efs91c2638,90.82,initial
joshglobal,90.75,initial
izul13,90.73,initial
simister,90.70,initial
savwed,90.65,initial
infusea,90.54,initial
cryptoperchik,90.48,initial
biboran,90.46,initial
timonweb,90.44,initial
jetebp11,90.25,initial
cullenmiller,90.21,initial
digitalrand,90.21,initial
knj1989,90.21,initial
teddified,90.12,initial
alexangelj,90.09,initial
joshuaflood,90.06,initial
tydefy,90.03,initial
ericwchung,90.01,initial
sirius651,90.00,initial
mtbitcoin,89.97,initial
bguiz,89.82,initial
vincen7su,89.71,initial
ykplayer8,89.51,initial
stellarmagnet,89.32,initial
dangte,89.31,initial
pragmasolidity,89.28,initial
gitsanto,89.23,initial
addressxception,89.21,initial
efernandez94,89.20,initial
glassbeadgame,89.10,initial
crazypol,89.07,initial
planinsek,89.00,initial
thunderbcn,89.00,initial
bohendo,88.97,initial
leewardbound,88.76,initial
phillert,88.74,initial
rakhmat781,88.62,initial
latenthero,88.55,initial
pioul,88.53,initial
thomgabriel,88.51,initial
kitartoan,88.50,initial
elviric,88.41,initial
leviet74,88.33,initial
bsmccall,88.31,initial
georgewied,88.29,initial
alphaserpentis,88.17,initial
aterrizar32,88.17,initial
jaanek,88.09,initial
rverbee,88.09,initial
maaatttt,88.00,initial
djviau,87.92,initial
elenadimitrova,87.92,initial
husainja,87.90,initial
dereklasky,87.75,initial
montanaflynn,87.61,initial
bonedaddy,87.52,initial
mysticryuujin,87.43,initial
shiach,87.33,initial
st3sac5,87.32,initial
thedg245,87.29,initial
ass77,87.19,initial
bounty-js,87.11,initial
smugata,87.11,initial
calumtomeny,86.94,initial
yashash7,86.88,initial
satran004,86.86,initial
michaelsproul,86.85,initial
rommelasibal,86.76,initial
eidemonika6,86.72,initial
oficinastk,86.72,initial
tylerpickett,86.67,initial
leachy14,86.51,initial
gregiam,86.50,initial
serapath,86.50,initial
atarirero,86.49,initial
nejinx,86.45,initial
pablogarcor,86.45,initial
2008eth,86.39,initial
sreeraj7sm,86.25,initial
lepsalex,86.10,initial
cedricfung,86.01,initial
kanika1799,85.95,initial
ab1nash,85.82,initial
ciprianiacobescu,85.76,initial
matthewjablack,85.75,initial
munikes,85.70,initial
potas71,85.70,initial
shailee78,85.70,initial
deanchest,85.50,initial
jonathanlindquist,85.50,initial
nichnachnoch,85.50,initial
r22d,85.50,initial
ukituki,85.50,initial
wlaufer,85.50,initial
dayawati12,85.43,initial
jochua1,85.20,initial
liangdzou,85.00,initial
nikosk686,85.00,initial
andydangsse,84.96,initial
x-ethereal-x,84.91,initial
jpc20,84.85,initial
savlian,84.85,initial
bikash09812,84.72,initial
haroonazam,84.72,initial
sscabile,84.71,initial
coremetro,84.55,initial
fabiangmpf,84.54,initial
julskawa,84.54,initial
haridhas,84.53,initial
christophejoly,84.50,initial
roziykyin,84.45,initial
levelingupgaming,84.29,initial
aleman1623,84.14,initial
t-rob-88,84.00,initial
anakzeep,83.93,initial
romanoing,83.89,initial
ronaldstoner,83.63,initial
urbanaselan,83.62,initial
tuckerse,83.60,initial
krazycanuk,83.50,initial
polywakes,83.48,initial
matprime,83.38,initial
ccyanxyz,83.29,initial
harshak777,83.26,initial
rtylersmith,83.23,initial
nickmorin1,83.22,initial
mermellaaa9,83.21,initial
amahhr,83.12,initial
juniorsordi,82.78,initial
lindabot,82.78,initial
madhazred,82.78,initial
riccardonizzolo,82.78,initial
rusgue,82.78,initial
guusefer,82.65,initial
babespapes,82.61,initial
juny-34,82.61,initial
brinerustle,82.60,initial
zesputin,82.58,initial
alekscp,82.56,initial
viaeth,82.56,initial
haider12345123,82.47,initial
customsocks,82.42,initial
troopaloop8,82.41,initial
shenqisoft,82.36,initial
blackboxlaw,82.34,initial
ignvz,82.31,initial
michaelbretagne,82.31,initial
surajsingla333,82.24,initial
dreadknight,82.19,initial
sruafly425,82.11,initial
shedao3,82.08,initial
chenchenyo,82.00,initial
protegeaa,82.00,initial
alicethehuntress,81.96,initial
gagansaini1212,81.94,initial
chrisdarling,81.90,initial
gsvam,81.85,initial
aykxt,81.84,initial
brandibear1481,81.84,initial
hychen,81.84,initial
javipus,81.84,initial
thuyvu12,81.84,initial
zuhairhossain,81.84,initial
computernooo,81.78,initial
jimmykebab,81.77,initial
mettodo,81.75,initial
famlomo,81.70,initial
freeyao,81.70,initial
johnmosk,81.60,initial
jugh34d666,81.57,initial
agrest47,81.43,initial
elementos123,81.30,initial
marekpy,81.27,initial
danforbes,81.24,initial
rabib,81.17,initial
isaac-art,81.15,initial
seven7hwave,81.00,initial
vntrp,81.00,initial
zoinzibar,80.94,initial
ngpixel,80.89,initial
andreybykov,80.86,initial
ryanedmondbeck,80.77,initial
bbarton,80.75,initial
grglee,80.75,initial
hannesrohde,80.68,initial
jakevartanian,80.54,initial
keer4n,80.54,initial
letsgobankless,80.46,initial
baerlux,80.42,initial
xosten,80.41,initial
lucadonnoh,80.39,initial
ballsack420,80.38,initial
llwu,80.38,initial
bluepintail,80.32,initial
pyskell,80.22,initial
indraamir,80.21,initial
bassbauman,80.20,initial
razgraf,80.20,initial
khafid963,80.05,initial
sangphilkim,80.02,initial
alexanmtz,80.00,initial
bryanapinos,80.00,initial
connorwelborn,80.00,initial
fritzjay,80.00,initial
johnforkit,80.00,initial
yondonfu,80.00,initial
humabon,79.93,initial
pgrzesik,79.90,initial
nemi85,79.82,initial
laerarf,79.81,initial
maexx393,79.75,initial
owlboy,79.68,initial
mitchuski,79.54,initial
hjorthjort,79.52,initial
evanswd,79.44,initial
elcorro,79.39,initial
ericcecchi,79.29,initial
ivankragoff,79.21,initial
wawandaem,79.19,initial
outropedro,79.15,initial
jmc171144,79.09,initial
galanis-a,79.02,initial
timmyrk,78.97,initial
wyda,78.97,initial
badrinat,78.85,initial
haerudin05,78.84,initial
definetherlands,78.81,initial
beugnette,78.80,initial
mixelated,78.73,initial
violah-m,78.65,initial
bel59,78.64,initial
ernow,78.62,initial
alewiahmed,78.54,initial
nicholascc,78.54,initial
jordanlyall,78.45,initial
bocryp,78.43,initial
michaelszer,78.30,initial
thomas-waite,78.27,initial
eugenelitvinchuk,78.25,initial
melekabbassi,78.18,initial
belee1023,78.17,initial
joshkamps,78.13,initial
noam89,78.13,initial
trev77,78.13,initial
altergui,78.04,initial
kuyawa,78.00,initial
unelucidated,77.87,initial
ononon95,77.85,initial
etherforyou,77.82,initial
1volk3,77.79,initial
dorotamroz,77.79,initial
frnejat,77.69,initial
harman-singh-waraich,77.69,initial
narothamsai,77.69,initial
charlmoller,77.56,initial
nirujan21,77.56,initial
yuzufinance,77.56,initial
githubpat963,77.47,initial
devaman,77.45,initial
madao-3,77.45,initial
mohammad-cp,77.45,initial
foiba,77.42,initial
flash76,77.41,initial
payaaam-sh,77.41,initial
keystothecity,77.38,initial
anhcao142,77.31,initial
camotsuc,77.31,initial
dirjit,77.31,initial
zelezo,77.31,initial
joshuayoerger,77.29,initial
matl4zaro,77.29,initial
giuseppealfonzetti,77.28,initial
kobbypentangeli,77.28,initial
sjo114,77.28,initial
vnarek,77.28,initial
beybas,77.20,initial
explorergeek,77.04,initial
rudolphjacksonm,77.04,initial
smartass111,77.04,initial
synthaman,77.03,initial
savetheales,76.99,initial
igorline,76.96,initial
teddychu,76.95,initial
ciberexplosion,76.87,initial
labrossolomos,76.86,initial
alimerchanteth,76.85,initial
housemobile,76.84,initial
whizhacker,76.73,initial
1027540johnsonaniketh,76.71,initial
freddmannen,76.70,initial
bartcrpt,76.66,initial
crazink,76.63,initial
poorboicrypto,76.63,initial
pukemix,76.63,initial
cryptomilovat,76.62,initial
akosv95,76.60,initial
robert-selim,76.60,initial
liulee-crash,76.49,initial
marekpas,76.49,initial
zul15,76.49,initial
toast-eth,76.41,initial
rodrigozarate,76.39,initial
devilla,76.37,initial
pentoculus,76.36,initial
davbre,76.35,initial
fr4ctalbit,76.31,initial
briababby,76.30,initial
solichun28,76.30,initial
adamskijow,76.21,initial
alex-di,76.21,initial
exrui,76.21,initial
gmaron721,76.21,initial
idreffz25,76.21,initial
jolosousa,76.21,initial
merchantship,76.21,initial
paulg077,76.21,initial
reddevild271,76.21,initial
revotu,76.21,initial
surfingnerd,76.21,initial
taron0777,76.21,initial
tudorog,76.21,initial
dmitrytorba,76.15,initial
sm00g15,76.15,initial
mn-519,76.14,initial
marci,76.13,initial
herculeeza,76.11,initial
danieliwoofficial,76.07,initial
becks40,76.00,initial
dhadrien,76.00,initial
dobrokhvalov,76.00,initial
gtrgit,76.00,initial
mcplums,76.00,initial
msagansk,76.00,initial
pet3r100,76.00,initial
petethill,76.00,initial
tucovan,76.00,initial
unclebean,75.85,initial
arturkaluza,75.84,initial
developery-nl,75.79,initial
thughes24,75.78,initial
beakermaster,75.74,initial
ericmault,75.74,initial
hellovoidworks,75.74,initial
krupolek,75.74,initial
mousekozo,75.74,initial
videv93,75.74,initial
conmetiep1,75.73,initial
sercjm,75.69,initial
gauthamkrishna9991,75.52,initial
slapovski,75.52,initial
blockvidhya,75.44,initial
schumytw,75.42,initial
aenhsaihan,75.41,initial
galeldardev,75.41,initial
antoniomatiasgil,75.25,initial
sraj50,75.19,initial
hyphalab,75.17,initial
bangbaron,75.16,initial
nicknle,75.15,initial
kcchouette,75.11,initial
cadrem,75.05,initial
j40j,75.05,initial
randy1burrell,75.04,initial
ujju16,75.02,initial
anaisdu,75.00,initial
asifmallik,75.00,initial
bidlocode,75.00,initial
brittanydeventer,75.00,initial
btcninja,75.00,initial
cycleworm,75.00,initial
godsflaw,75.00,initial
jaredstauffer,75.00,initial
jhselvik,75.00,initial
lorisc,75.00,initial
pmprete,75.00,initial
rremizov,75.00,initial
saitejakuruva,75.00,initial
sharmilan5,75.00,initial
themailman05,75.00,initial
vineettyagi28,75.00,initial
kaygeekay,74.99,initial
joshmelton,74.94,initial
agoldvarg,74.89,initial
marcoautiero,74.89,initial
antoniosehk,74.88,initial
maar-io,74.84,initial
abhishekmanhar6,74.80,initial
taco-tues-on-a-fri,74.75,initial
ericshong,74.70,initial
sionois,74.60,initial
eli-stack,74.57,initial
gradam,74.55,initial
hirensoni7880,74.54,initial
pg024,74.40,initial
karl-commie,74.31,initial
alexkeating,74.20,initial
artlimber,74.13,initial
asgardianobr,74.12,initial
jiangydev,74.12,initial
nikolayqwerty,74.12,initial
quesalltime,74.12,initial
waldoamadeus,74.12,initial
mohank1012,74.10,initial
jeiwan,74.06,initial
dfimbres,74.05,initial
pradeepgangwar,74.05,initial
hazelstar,74.00,initial
restlessatlas,73.78,initial
r1oga,73.75,initial
spydintog,73.75,initial
jayhem,73.68,initial
t8oyle,73.67,initial
claudiovb,73.58,initial
yeubin,73.36,initial
jagdish1277,73.31,initial
wendtbw,73.31,initial
mostlyunemployed,73.30,initial
moinox80,73.22,initial
jmondaut,73.17,initial
matthawkins90,73.10,initial
iacei,73.07,initial
letres,73.07,initial
simpkins01,73.07,initial
skuhlmann,73.07,initial
vic-ivanova,73.07,initial
davmey,73.05,initial
asafsilman,73.04,initial
ezincrypto,73.03,initial
gabbyoo,73.03,initial
febrosy,73.00,initial
illusion-py,73.00,initial
purporpink,73.00,initial
beanmo,72.99,initial
gaokeji52,72.99,initial
niktak11,72.99,initial
kalpeshonly,72.96,initial
duall,72.81,initial
ghazni101,72.81,initial
crypt0bot-code,72.75,initial
surbhiaudichya,72.72,initial
b-j-ci,72.68,initial
lucawint,72.64,initial
nicoelzer,72.50,initial
jokazza84,72.46,initial
mikro2nd,72.37,initial
francesca-sp,72.17,initial
mkdragon25,72.17,initial
nathaliascherer,72.16,initial
excalliburbd,72.15,initial
rezachow,72.05,initial
alextselikas,72.00,initial
dhamaniasad,72.00,initial
gerry101,71.99,initial
sevenorik,71.97,initial
crasengover,71.96,initial
kovrus3080,71.96,initial
relvox,71.96,initial
vadimcheck,71.96,initial
clipman77,71.95,initial
gregg-first,71.95,initial
lavanlavanivan,71.95,initial
macdara-dev,71.95,initial
straumer,71.94,initial
hexbrazil,71.78,initial
joaocampos89,71.78,initial
unbannable-app,71.78,initial
niaev,71.76,initial
mikkemf,71.72,initial
scorpions19072,71.63,initial
zeropointenergy,71.63,initial
ichuan,71.55,initial
samwilsn,71.55,initial
david-serrano,71.50,initial
krism142,71.50,initial
sidneybpowell,71.50,initial
smoamziaki,71.44,initial
afmsavage,71.34,initial
reallifeck,71.30,initial
adelyn123,71.25,initial
mediocregopher,71.25,initial
psiemens,71.25,initial
zoraarkus,71.25,initial
888taurus,71.08,initial
jo-tud,71.04,initial
defiden,71.03,initial
colddevil,70.88,initial
arthurosipyan,70.85,initial
beyzade38,70.79,initial
jbrainz,70.79,initial
xryptoxrazy,70.72,initial
wahyulion,70.70,initial
jordankadish,70.65,initial
eskerda,70.60,initial
leocryptolife,70.60,initial
lucasan123,70.60,initial
ratanbabu123,70.60,initial
zloymyshok,70.53,initial
icotokencoinhere,70.52,initial
namnhfreelancer,70.51,initial
bostonzcash,70.45,initial
darbsllim,70.35,initial
faraggi,70.30,initial
8ambee,70.24,initial
ec2,70.20,initial
opolist,70.18,initial
muxa84,70.16,initial
exiledsurfer,70.08,initial
daledesign,70.00,initial
gosathya,70.00,initial
roms1383,70.00,initial
drugurares,69.95,initial
anonusergitcoin76-7iektabciuh0iswbclmuy9ngdqiciq1g,69.79,initial
matiascoca,69.75,initial
satyaki-mallick,69.73,initial
zplit,69.72,initial
liebeskind,69.46,initial
pillieshwar,69.44,initial
barderur,69.37,initial
thunnini,69.34,initial
hugomarisco,69.27,initial
xselsior,69.24,initial
atulsisodiya,69.18,initial
ivanstena,69.18,initial
aderolium,69.12,initial
sourcefreed,69.12,initial
doppelbock42,68.99,initial
ezoia-com,68.95,initial
cryptotoons,68.92,initial
myanzik,68.90,initial
simpleyield,68.89,initial
toproutine,68.85,initial
1agresor,68.83,initial
xanderall,68.83,initial
rmi7,68.70,initial
fidelitaslex,68.58,initial
arturgontijo,68.56,initial
burak-kuzan,68.56,initial
iamjjasontrump,68.56,initial
knircky,68.56,initial
open-nft,68.56,initial
pythonpete32,68.56,initial
sterky,68.56,initial
vandal38,68.56,initial
tonyherrera,68.50,initial
hazarloko,68.49,initial
ab320012,68.45,initial
dreday966,68.45,initial
c10nu7,68.38,initial
jackdeeb,68.37,initial
shalabhaggarwal,68.35,initial
captbobo,68.34,initial
svitekpavel,68.26,initial
john23555,68.24,initial
kohster12,68.20,initial
hmmmason,68.16,initial
phoenixbeaudry,68.12,initial
amirhabibzadeh,68.02,initial
jonaspf,68.02,initial
twynants,68.02,initial
jungle88,67.92,initial
dapped,67.85,initial
chazschmidt,67.79,initial
poltorrent,67.71,initial
jmlon,67.55,initial
hadlocna,67.52,initial
tyleryasaka,67.50,initial
xavivives,67.50,initial
robkelley,67.23,initial
i-van-kaz,67.03,initial
franzkugelmann,67.00,initial
wildmolasses,66.96,initial
asimondlt,66.83,initial
saul42,66.75,initial
diamondtrust66,66.70,initial
rpunkfu,66.58,initial
agustim,66.50,initial
akarshh,66.50,initial
twittereye,66.50,initial
vleilamitchell,66.50,initial
trevf,66.45,initial
zeckmi,66.30,initial
danlessa,65.90,initial
tunercarz,65.80,initial
cryptonit,65.57,initial
prexios,65.55,initial
andrejc,65.40,initial
brentonotis,65.31,initial
geffenz,65.25,initial
omarwarkawi,65.14,initial
tdickman,65.00,initial
belaguer,64.97,initial
daveleslie,64.92,initial
cryptonnja,64.90,initial
chainvisions,64.84,initial
cryptomed,64.80,initial
aloearev,64.66,initial
iamchrissmith,64.63,initial
tugayyalinc,64.58,initial
jrmr92,64.49,initial
dougiebuckets,64.47,initial
anonusergitcoin1-tra42b3kcft8biwy36sphnapb3fluoii,64.42,initial
anonusergitcoin49-zgo27gohxlq9gzg9g7c6bhhwzwthror5,64.42,initial
anonusergitcoin85-qqnx88vqxmt6gb4kswqaet5qwtsmpyct,64.42,initial
raphabenoi,64.40,initial
bobjiang,64.33,initial
biancasama,64.29,initial
knobsdao,64.18,initial
cassidypignatello,64.17,initial
redponey,64.12,initial
bford21,64.09,initial
6r4n473,64.05,initial
kyoronut,63.97,initial
stevenskyzhu,63.96,initial
boamahep,63.88,initial
makoshan,63.87,initial
davidsrz,63.65,initial
shelpin,63.58,initial
thibauld,63.40,initial
sesamestrong,63.24,initial
benjaminaaron,63.02,initial
dhaileytaha,63.02,initial
joparise,62.96,initial
42wim,62.89,initial
sparrowtom,62.84,initial
merryt,62.72,initial
edsphinx,62.49,initial
hamahdiyar,62.49,initial
thomasfoolery,62.48,initial
davidl0pez,62.47,initial
evangenieur,62.32,initial
0x6431346e,62.25,initial
daveappleton,62.22,initial
ismailjh,62.22,initial
ppostie,61.94,initial
mrpeekaboo,61.88,initial
jamesscaur,61.84,initial
nemesis-12,61.84,initial
chaurasiasagar01,61.75,initial
jackleahy22,61.75,initial
oed,61.74,initial
jought6,61.71,initial
enigmatic331,61.68,initial
benny149,61.63,initial
hackalene,61.61,initial
j48,61.56,initial
lucasob,61.46,initial
adambawi,61.35,initial
nonsense,61.35,initial
andreaxjames,61.34,initial
arkhanli,61.34,initial
gcamerli,61.29,initial
thewujustin,61.28,initial
emlazzarin,61.22,initial
lqviolette,61.20,initial
adriancova,61.18,initial
brent920,61.14,initial
fartunov,61.06,initial
netrunnerx,61.03,initial
nickschimek,60.95,initial
isasftw,60.91,initial
jozanza,60.91,initial
faithhunja,60.75,initial
vladbelokon,60.63,initial
holle197,60.53,initial
eusebiogit,60.16,initial
zxplus,60.11,initial
rcullito,60.07,initial
